45	see	20.0457	20.1457	9.444	20.1657	20.2057
46	cat	20.2257	20.4058	13.184	20.4258	20.4458
47	woman	20.4458	20.6659	10.611	20.6859	20.7059
48	in	20.7259	20.7659	10.583	20.8059	20.8659
49	costume	20.8859	21.4861	10.716	21.4861	21.5861
50	i	21.5861	21.6261	9.842	21.6261	21.6862
51	think	21.6862	21.7862	10.789	21.7862	21.8262
52	it's	21.8262	21.9262	10.098	21.9262	21.9662
53	good	21.9662	22.1463	10.396	22.1663	22.2263
54	i	22.8465	22.8665	9.962	22.8865	22.9265
55	think	22.9265	23.0465	10.470	23.0665	23.1266
56	((it's))	23.1466	23.2466	2.940	23.2866	23.3066
57	i	23.8668	23.8868	8.077	23.9068	23.9268
58	think	23.9268	24.0668	9.793	24.0868	24.1469
59	it	24.2469	24.2869	9.580	24.3069	24.3269
60	does	24.3269	24.4869	11.254	24.4869	24.5270
61	exactly	24.5270	24.8671	13.422	24.8671	24.9071
62	what	24.9071	24.9871	12.521	25.0071	25.0671
63	a	25.1071	25.1271	10.416	25.1671	25.2472
64	trailer	25.6073	25.9474	8.968	25.9874	26.0474
65	should	26.2675	26.4275	12.573	26.4275	26.4675
66	do	26.4675	26.5475	10.212	26.6076	26.6876
67	um	27.9079	27.9679	6.076		

--- WHISPER (Groq) OUTPUT (word, start_s, end_s) [independent ASR pass, own word segmentation -- not index-aligned to gold/CTC] ---
surprisingly,	0.000	1.540
surprisingly	2.560	3.360
restrained.	3.360	4.740
And	4.320	4.400
I	4.400	4.520
think	4.520	4.760
it	4.760	5.120
doesn't	5.120	5.360
show	5.360	5.700
that	5.700	6.100
much.	6.100	7.000
And	6.580	6.680
I	6.680	6.780
think	6.780	6.920
that's	6.920	7.220
pretty	7.220	8.260
cool.	8.260	8.660
Um,	9.580	10.040
I	10.220	10.380
think,	10.380	11.160
uh,	10.320	11.080
you	11.960	12.040
don't	12.040	12.160
really	12.160	12.380
get	12.380	12.720
any	12.720	13.820
shots	13.820	15.000
of	15.000	15.160
like	15.160	15.300
the	15.300	15.420
villains.	15.420	15.800
Um,	16.820	17.480
you	17.160	17.240
only	17.240	17.380
get	17.380	17.520
like	17.520	17.700
glimpses	17.700	18.160
of	18.160	18.320
the	18.320	18.480
bat	18.480	18.760
suit.	18.760	19.080
You	19.620	19.720
don't	19.720	19.840
even	19.840	19.960
see	19.960	20.160
cat	20.160	20.480
woman	20.480	20.640
in	20.640	20.800
costume.	20.800	21.780
I	21.560	21.680
think	21.680	21.800
it's	21.800	21.940
good.	21.940	22.160
I	22.820	22.940
think,	22.940	23.560
I	22.740	23.920
think	23.920	24.080
it	24.080	24.300
does	24.300	24.460
exactly	24.460	24.820
what	24.820	25.000
a	25.000	25.240
trailer	25.240	25.880
should	25.880	26.380
do.	26.380	26.640
Um,	27.760	28.680

--- SIGNAL TRACE (hop=5ms; time_s, rms, zcr, voicing, spectral_flux, hf_ratio, spectral_flatness) ---
0.000	0.0001	0.013	0.266	0.0000	0.017	0.396
0.005	0.0001	0.029	0.184	0.0248	0.013	0.361
0.010	0.0002	0.021	0.170	0.0605	0.002	0.192
0.015	0.0002	0.006	0.133	0.0709	0.000	0.074
0.020	0.0004	0.008	0.272	0.0441	0.000	0.018
0.025	0.0008	0.004	0.287	0.0156	0.000	0.013
0.030	0.0015	0.010	0.342	0.0528	0.000	0.020
0.035	0.0191	0.010	0.317	0.0385	0.000	0.015
0.040	0.0057	0.013	0.352	0.0168	0.000	0.012
0.045	0.0205	0.006	0.326	0.0201	0.000	0.017
0.050	0.0164	0.017	0.479	0.0255	0.000	0.016
0.055	0.0202	0.013	0.271	0.0341	0.000	0.015
0.060	0.0094	0.008	0.276	0.0347	0.000	0.021
0.065	0.0266	0.023	0.198	0.0385	0.000	0.021
0.070	0.0167	0.006	0.262	0.0326	0.000	0.018
0.075	0.0109	0.010	0.343	0.0378	0.000	0.023
0.080	0.0239	0.017	0.402	0.0234	0.000	0.021
0.085	0.0188	0.008	0.386	0.0178	0.000	0.021
0.090	0.0344	0.015	0.279	0.0458	0.000	0.032
0.095	0.0066	0.017	0.358	0.0297	0.000	0.029
0.100	0.0057	0.017	0.265	0.0355	0.000	0.045
0.105	0.0116	0.015	0.264	0.0572	0.000	0.059
0.110	0.0036	0.013	0.302	0.0266	0.001	0.080
0.115	0.0054	0.013	0.258	0.0348	0.002	0.105
0.120	0.0010	0.021	0.198	0.0341	0.001	0.098
0.125	0.0018	0.013	0.315	0.0241	0.002	0.120
0.130	0.0017	0.013	0.319	0.0457	0.001	0.098
0.135	0.0024	0.017	0.420	0.0422	0.000	0.083
0.140	0.0027	0.008	0.484	0.0403	0.000	0.098
0.145	0.0035	0.008	0.466	0.0338	0.001	0.103
0.150	0.0029	0.010	0.270	0.0377	0.002	0.152
0.155	0.0015	0.017	0.234	0.0314	0.002	0.143
0.160	0.0009	0.008	0.283	0.0328	0.004	0.199
0.165	0.0007	0.015	0.341	0.0303	0.003	0.194
0.170	0.0004	0.013	0.237	0.0264	0.004	0.207
0.175	0.0008	0.017	0.293	0.0291	0.005	0.217
0.180	0.0009	0.015	0.298	0.0276	0.003	0.203
0.185	0.0005	0.019	0.318	0.0240	0.003	0.226
0.190	0.0005	0.037	0.393	0.0247	0.002	0.208
0.195	0.0006	0.015	0.429	0.0216	0.003	0.213
0.200	0.0007	0.010	0.412	0.0203	0.005	0.245
0.205	0.0004	0.025	0.400	0.0294	0.004	0.249
0.210	0.0004	0.025	0.370	0.0153	0.008	0.293
0.215	0.0004	0.027	0.342	0.0197	0.011	0.312
0.220	0.0003	0.019	0.348	0.0259	0.008	0.305
0.225	0.0003	0.029	0.376	0.0205	0.007	0.285
0.230	0.0003	0.017	0.364	0.0245	0.013	0.336
0.235	0.0003	0.029	0.217	0.0209	0.019	0.369
0.240	0.0002	0.035	0.286	0.0314	0.014	0.374
0.245	0.0002	0.040	0.333	0.0240	0.009	0.331
0.250	0.0002	0.017	0.485	0.0394	0.008	0.263
0.255	0.0002	0.017	0.538	0.0306	0.004	0.221
0.260	0.0004	0.025	0.709	0.0332	0.001	0.168
0.265	0.0007	0.021	0.807	0.0186	0.001	0.141
0.270	0.0009	0.023	0.743	0.0272	0.001	0.135
0.275	0.0017	0.023	0.773	0.0289	0.001	0.132
0.280	0.0014	0.023	0.773	0.0285	0.001	0.123
0.285	0.0017	0.023	0.689	0.0218	0.002	0.144
0.290	0.0016	0.023	0.444	0.0252	0.009	0.177
0.295	0.0009	0.023	0.356	0.0197	0.009	0.187
0.300	0.0011	0.031	0.208	0.0256	0.008	0.252
0.305	0.0006	0.019	0.260	0.0288	0.006	0.255
0.310	0.0006	0.008	0.234	0.0300	0.006	0.261
0.315	0.0005	0.023	0.330	0.0244	0.008	0.277
0.320	0.0005	0.015	0.464	0.0233	0.017	0.288
0.325	0.0003	0.035	0.423	0.0171	0.012	0.295
0.330	0.0005	0.025	0.273	0.0300	0.011	0.314
0.335	0.0003	0.013	0.286	0.0277	0.008	0.313
0.340	0.0003	0.019	0.320	0.0141	0.014	0.361
0.345	0.0002	0.021	0.262	0.0335	0.013	0.362
0.350	0.0001	0.029	0.238	0.0206	0.012	0.368
0.355	0.0002	0.033	0.159	0.0252	0.012	0.344
0.360	0.0002	0.017	0.193	0.0232	0.013	0.353
0.365	0.0001	0.023	0.269	0.0195	0.017	0.341
0.370	0.0002	0.015	0.285	0.0206	0.014	0.361
0.375	0.0002	0.019	0.291	0.0232	0.010	0.325
0.380	0.0002	0.037	0.209	0.0239	0.012	0.326
0.385	0.0002	0.029	0.214	0.0279	0.015	0.367
0.390	0.0001	0.027	0.345	0.0224	0.016	0.383
0.395	0.0001	0.015	0.299	0.0193	0.012	0.372
0.400	0.0001	0.023	0.156	0.0249	0.016	0.384
0.405	0.0002	0.021	0.236	0.0213	0.018	0.378
0.410	0.0001	0.006	0.207	0.0150	0.018	0.379
0.415	0.0001	0.017	0.203	0.0185	0.023	0.411
0.420	0.0001	0.029	0.170	0.0133	0.148	0.408
0.425	0.0001	0.023	0.123	0.0116	0.178	0.422
0.430	0.0001	0.123	0.071	0.0299	0.035	0.441
0.435	0.0001	0.067	0.216	0.0208	0.019	0.400
0.440	0.0001	0.010	0.171	0.0326	0.027	0.417
0.445	0.0002	0.015	0.176	0.0291	0.027	0.412
0.450	0.0002	0.000	0.139	0.0151	0.174	0.384
0.455	0.0001	0.027	0.217	0.0166	0.243	0.353
0.460	0.0002	0.073	0.159	0.0350	0.051	0.351
0.465	0.0001	0.060	0.434	0.0141	0.035	0.400
0.470	0.0002	0.048	0.143	0.0203	0.025	0.393
0.475	0.0002	0.013	0.090	0.0264	0.021	0.402
0.480	0.0003	0.010	0.120	0.0270	0.025	0.393
0.485	0.0001	0.027	0.352	0.0180	0.021	0.386
0.490	0.0003	0.021	0.196	0.0182	0.053	0.431
0.495	0.0001	0.035	0.114	0.0116	0.127	0.427
0.500	0.0003	0.017	0.172	0.0212	0.116	0.476
0.505	0.0002	0.042	0.241	0.0197	0.068	0.448
0.510	0.0002	0.050	0.125	0.0140	0.072	0.412
0.515	0.0002	0.048	0.121	0.0259	0.238	0.427
0.520	0.0001	0.069	0.306	0.0091	0.496	0.344
0.525	0.0002	0.065	0.281	0.0152	0.401	0.363
0.530	0.0004	0.106	0.373	0.0222	0.042	0.367
0.535	0.0003	0.021	0.482	0.0243	0.030	0.351
0.540	0.0002	0.040	0.276	0.0177	0.026	0.365
0.545	0.0003	0.010	0.382	0.0263	0.025	0.361
0.550	0.0002	0.033	0.226	0.0212	0.049	0.376
0.555	0.0002	0.035	0.236	0.0172	0.189	0.345
0.560	0.0001	0.017	0.198	0.0134	0.218	0.352
0.565	0.0004	0.079	0.216	0.0164	0.208	0.372
0.570	0.0002	0.058	0.199	0.0148	0.271	0.375
0.575	0.0003	0.083	0.303	0.0178	0.264	0.393
0.580	0.0001	0.071	0.289	0.0111	0.249	0.364
0.585	0.0003	0.075	0.318	0.0204	0.170	0.342
0.590	0.0002	0.029	0.264	0.0116	0.228	0.309
0.595	0.0004	0.073	0.288	0.0113	0.395	0.315
0.600	0.0004	0.060	0.245	0.0143	0.475	0.327
0.605	0.0005	0.100	0.270	0.0145	0.400	0.318
0.610	0.0002	0.079	0.411	0.0191	0.274	0.298
0.615	0.0004	0.075	0.462	0.0123	0.329	0.271
0.620	0.0003	0.062	0.537	0.0193	0.178	0.295
0.625	0.0006	0.050	0.430	0.0241	0.053	0.294
0.630	0.0003	0.029	0.507	0.0225	0.098	0.300
0.635	0.0005	0.042	0.557	0.0306	0.101	0.251
0.640	0.0003	0.056	0.661	0.0290	0.030	0.255
0.645	0.0008	0.029	0.594	0.0206	0.047	0.307
0.650	0.0006	0.029	0.347	0.0109	0.456	0.306
0.655	0.0003	0.062	0.293	0.0169	0.354	0.308
0.660	0.0006	0.090	0.269	0.0163	0.092	0.398
0.665	0.0003	0.042	0.306	0.0272	0.089	0.422
0.670	0.0002	0.058	0.184	0.0188	0.060	0.418
0.675	0.0003	0.048	0.137	0.0185	0.040	0.388
0.680	0.0002	0.048	0.306	0.0266	0.036	0.396
0.685	0.0002	0.062	0.326	0.0240	0.025	0.397
0.690	0.0002	0.023	0.407	0.0186	0.017	0.384
0.695	0.0003	0.008	0.202	0.0154	0.030	0.440
0.700	0.0002	0.017	0.158	0.0178	0.054	0.480
0.705	0.0001	0.081	0.177	0.0293	0.034	0.423
0.710	0.0002	0.008	0.297	0.0233	0.029	0.425
0.715	0.0001	0.067	0.332	0.0191	0.030	0.422
0.720	0.0001	0.025	0.221	0.0183	0.025	0.411
0.725	0.0001	0.015	0.305	0.0122	0.022	0.411
0.730	0.0001	0.013	0.243	0.0193	0.023	0.397
0.735	0.0001	0.019	0.242	0.0170	0.026	0.407
0.740	0.0001	0.033	0.271	0.0250	0.016	0.359
0.745	0.0002	0.008	0.287	0.0146	0.017	0.348
0.750	0.0002	0.019	0.366	0.0338	0.010	0.321
0.755	0.0001	0.025	0.456	0.0169	0.006	0.295
0.760	0.0002	0.015	0.394	0.0132	0.009	0.295
0.765	0.0001	0.017	0.406	0.0131	0.014	0.326
0.770	0.0002	0.031	0.253	0.0233	0.018	0.361
0.775	0.0002	0.017	0.356	0.0258	0.015	0.353
0.780	0.0001	0.019	0.534	0.0135	0.008	0.319
0.785	0.0001	0.010	0.439	0.0147	0.009	0.333
0.790	0.0001	0.021	0.335	0.0186	0.017	0.350
0.795	0.0001	0.015	0.378	0.0250	0.008	0.303
0.800	0.0001	0.025	0.469	0.0223	0.007	0.343
0.805	0.0002	0.013	0.452	0.0287	0.006	0.324
0.810	0.0002	0.013	0.356	0.0208	0.007	0.331
0.815	0.0003	0.008	0.382	0.0245	0.007	0.327
0.820	0.0001	0.025	0.465	0.0167	0.006	0.331
0.825	0.0002	0.006	0.451	0.0203	0.008	0.337
0.830	0.0002	0.017	0.248	0.0175	0.018	0.349
0.835	0.0002	0.015	0.393	0.0317	0.014	0.341
0.840	0.0001	0.035	0.537	0.0145	0.008	0.334
0.845	0.0002	0.013	0.464	0.0198	0.007	0.313
0.850	0.0002	0.019	0.356	0.0277	0.012	0.320
0.855	0.0002	0.019	0.399	0.0239	0.011	0.298
0.860	0.0001	0.019	0.276	0.0242	0.009	0.303
0.865	0.0002	0.023	0.266	0.0328	0.006	0.273
0.870	0.0002	0.010	0.465	0.0312	0.004	0.252
0.875	0.0002	0.013	0.485	0.0194	0.004	0.279
0.880	0.0003	0.008	0.407	0.0239	0.010	0.273
0.885	0.0003	0.008	0.076	0.0297	0.038	0.292
0.890	0.0001	0.013	0.416	0.0321	0.005	0.081
0.895	0.0002	0.042	0.459	0.0241	0.003	0.048
0.900	0.0012	0.027	0.431	0.0151	0.006	0.066
0.905	0.0119	0.027	0.368	0.0175	0.034	0.096
0.910	0.0119	0.017	0.179	0.0211	0.306	0.130
0.915	0.0076	0.060	0.411	0.0255	0.580	0.118
0.920	0.0133	0.077	0.372	0.0123	0.538	0.087
0.925	0.0217	0.094	0.335	0.0170	0.595	0.076
0.930	0.0625	0.098	0.222	0.0169	0.865	0.059
0.935	0.0471	0.104	0.219	0.0196	0.900	0.071
0.940	0.0368	0.110	0.211	0.0194	0.851	0.087
0.945	0.0274	0.110	0.241	0.0179	0.902	0.091
0.950	0.0394	0.102	0.249	0.0139	0.925	0.094
0.955	0.0532	0.104	0.215	0.0140	0.892	0.100
0.960	0.0422	0.125	0.163	0.0150	0.899	0.096
0.965	0.0463	0.138	0.153	0.0136	0.903	0.095
0.970	0.0418	0.119	0.178	0.0142	0.927	0.084
0.975	0.0472	0.133	0.159	0.0159	0.918	0.092
0.980	0.0385	0.129	0.130	0.0151	0.905	0.087
0.985	0.0348	0.131	0.151	0.0137	0.854	0.080
0.990	0.0407	0.135	0.155	0.0158	0.773	0.067
0.995	0.0485	0.121	0.212	0.0154	0.803	0.066
1.000	0.0473	0.115	0.191	0.0165	0.846	0.068
1.005	0.0465	0.115	0.168	0.0189	0.684	0.064
1.010	0.0432	0.119	0.204	0.0144	0.495	0.064
1.015	0.0509	0.102	0.209	0.0158	0.535	0.066
1.020	0.0474	0.094	0.170	0.0181	0.646	0.075
1.025	0.0446	0.092	0.125	0.0275	0.442	0.063
1.030	0.0351	0.102	0.340	0.0269	0.039	0.030
1.035	0.0251	0.085	0.401	0.0299	0.012	0.020
1.040	0.1484	0.029	0.517	0.0191	0.005	0.011
1.045	0.1863	0.010	0.586	0.0168	0.003	0.007
1.050	0.1324	0.015	0.654	0.0139	0.001	0.004
1.055	0.1530	0.006	0.642	0.0126	0.000	0.004
1.060	0.2600	0.019	0.573	0.0172	0.000	0.004
1.065	0.3813	0.021	0.512	0.0251	0.000	0.004
1.070	0.1750	0.015	0.384	0.0294	0.001	0.008
1.075	0.1722	0.008	0.302	0.0260	0.002	0.011
1.080	0.1240	0.015	0.339	0.0165	0.003	0.016
1.085	0.1274	0.008	0.270	0.0295	0.005	0.021
1.090	0.0380	0.010	0.437	0.0215	0.013	0.029
1.095	0.0768	0.006	0.359	0.0392	0.012	0.029
1.100	0.0158	0.025	0.498	0.0150	0.008	0.027
1.105	0.0708	0.006	0.462	0.0169	0.012	0.029
1.110	0.0407	0.006	0.278	0.0359	0.026	0.039
1.115	0.0257	0.013	0.215	0.0306	0.021	0.038
1.120	0.0184	0.008	0.231	0.0164	0.024	0.033
1.125	0.0315	0.021	0.337	0.0231	0.031	0.033
1.130	0.0146	0.029	0.306	0.0237	0.016	0.027
1.135	0.0116	0.013	0.399	0.0254	0.011	0.025
1.140	0.0151	0.023	0.354	0.0177	0.020	0.034
1.145	0.0257	0.019	0.308	0.0244	0.035	0.048
1.150	0.0161	0.029	0.390	0.0197	0.031	0.068
1.155	0.0085	0.019	0.469	0.0151	0.041	0.074
1.160	0.0112	0.015	0.295	0.0149	0.113	0.084
1.165	0.0149	0.031	0.259	0.0153	0.173	0.088
1.170	0.0134	0.075	0.191	0.0174	0.108	0.069
1.175	0.0209	0.077	0.226	0.0206	0.074	0.062
1.180	0.0348	0.050	0.222	0.0185	0.047	0.062
1.185	0.0289	0.044	0.364	0.0205	0.036	0.057
1.190	0.0290	0.027	0.215	0.0230	0.025	0.050
1.195	0.0103	0.023	0.131	0.0217	0.027	0.055
1.200	0.0190	0.025	0.278	0.0519	0.002	0.026
1.205	0.0139	0.021	0.432	0.0248	0.000	0.010
1.210	0.0240	0.019	0.561	0.0191	0.000	0.004
1.215	0.2591	0.021	0.572	0.0262	0.000	0.003
1.220	0.1840	0.019	0.650	0.0139	0.000	0.003
1.225	0.1727	0.013	0.661	0.0156	0.000	0.005
1.230	0.3538	0.017	0.660	0.0231	0.000	0.009
1.235	0.3392	0.017	0.634	0.0294	0.000	0.016
1.240	0.4543	0.019	0.671	0.0291	0.000	0.019
1.245	0.5738	0.021	0.655	0.0291	0.000	0.019
1.250	0.5506	0.019	0.687	0.0285	0.001	0.017
1.255	0.5221	0.019	0.686	0.0233	0.001	0.013
1.260	0.4844	0.021	0.694	0.0213	0.001	0.010
1.265	0.4361	0.025	0.683	0.0184	0.002	0.011
1.270	0.4790	0.021	0.708	0.0152	0.003	0.010
1.275	0.4682	0.017	0.660	0.0159	0.002	0.010
1.280	0.4169	0.017	0.622	0.0205	0.001	0.009
1.285	0.4027	0.023	0.596	0.0167	0.000	0.010
1.290	0.4153	0.017	0.594	0.0167	0.000	0.012
1.295	0.3763	0.019	0.595	0.0171	0.000	0.011
1.300	0.3875	0.027	0.645	0.0216	0.000	0.011
1.305	0.3787	0.023	0.649	0.0205	0.001	0.014
1.310	0.3452	0.013	0.696	0.0175	0.000	0.011
1.315	0.2810	0.015	0.700	0.0173	0.000	0.010
1.320	0.3807	0.015	0.582	0.0170	0.001	0.010
1.325	0.2984	0.015	0.602	0.0156	0.002	0.013
1.330	0.2957	0.027	0.635	0.0159	0.003	0.011
1.335	0.1734	0.023	0.671	0.0173	0.004	0.011
1.340	0.1722	0.021	0.652	0.0156	0.005	0.011
1.345	0.1077	0.023	0.637	0.0174	0.004	0.010
1.350	0.1287	0.010	0.667	0.0188	0.004	0.008
1.355	0.1092	0.019	0.650	0.0140	0.004	0.008
1.360	0.2058	0.013	0.537	0.0203	0.006	0.009
1.365	0.1694	0.010	0.428	0.0184	0.010	0.012
1.370	0.1232	0.031	0.444	0.0182	0.034	0.019
1.375	0.0917	0.015	0.425	0.0157	0.058	0.028
1.380	0.0755	0.023	0.492	0.0109	0.180	0.048
1.385	0.0699	0.031	0.478	0.0103	0.257	0.061
1.390	0.0778	0.062	0.456	0.0136	0.299	0.067
1.395	0.0732	0.081	0.464	0.0116	0.360	0.061
1.400	0.0822	0.075	0.403	0.0118	0.415	0.058
1.405	0.0880	0.092	0.386	0.0148	0.495	0.058
1.410	0.0936	0.079	0.428	0.0105	0.562	0.050
1.415	0.1344	0.085	0.405	0.0126	0.489	0.056
1.420	0.1201	0.081	0.426	0.0123	0.365	0.061
1.425	0.0885	0.077	0.503	0.0135	0.266	0.060
1.430	0.0847	0.052	0.552	0.0211	0.128	0.060
1.435	0.0835	0.050	0.529	0.0222	0.070	0.053
1.440	0.0763	0.021	0.665	0.0240	0.021	0.030
1.445	0.1021	0.013	0.701	0.0218	0.018	0.020
1.450	0.1699	0.021	0.732	0.0166	0.013	0.013
1.455	0.1565	0.027	0.760	0.0134	0.013	0.011
1.460	0.1806	0.017	0.755	0.0102	0.015	0.009
1.465	0.1619	0.021	0.709	0.0144	0.013	0.010
1.470	0.0806	0.023	0.671	0.0220	0.012	0.009
1.475	0.1174	0.008	0.733	0.0193	0.011	0.007
1.480	0.1826	0.023	0.753	0.0102	0.008	0.007
1.485	0.1925	0.017	0.733	0.0159	0.006	0.008
1.490	0.2166	0.019	0.758	0.0209	0.004	0.009
1.495	0.2441	0.008	0.753	0.0092	0.004	0.011
1.500	0.2283	0.008	0.758	0.0128	0.004	0.013
1.505	0.1743	0.008	0.756	0.0190	0.003	0.015
1.510	0.1549	0.010	0.708	0.0157	0.003	0.016
1.515	0.1331	0.008	0.719	0.0088	0.003	0.015
1.520	0.1226	0.013	0.736	0.0188	0.003	0.010
1.525	0.1107	0.008	0.743	0.0181	0.003	0.008
1.530	0.1081	0.008	0.755	0.0085	0.002	0.007
1.535	0.0830	0.008	0.747	0.0165	0.001	0.007
1.540	0.0767	0.008	0.746	0.0168	0.001	0.008
1.545	0.0642	0.008	0.740	0.0091	0.001	0.008
1.550	0.0602	0.008	0.722	0.0161	0.001	0.007
1.555	0.0503	0.008	0.745	0.0136	0.000	0.006
1.560	0.0548	0.008	0.752	0.0176	0.000	0.005
1.565	0.0659	0.008	0.751	0.0092	0.000	0.005
1.570	0.0721	0.008	0.732	0.0128	0.000	0.005
1.575	0.0656	0.010	0.730	0.0142	0.000	0.005
1.580	0.0783	0.008	0.747	0.0127	0.000	0.004
1.585	0.0850	0.008	0.744	0.0100	0.000	0.004
1.590	0.1058	0.008	0.735	0.0134	0.000	0.004
1.595	0.1151	0.006	0.689	0.0141	0.000	0.005
1.600	0.1065	0.008	0.668	0.0179	0.000	0.004
1.605	0.0876	0.008	0.676	0.0247	0.000	0.004
1.610	0.1137	0.008	0.606	0.0149	0.000	0.004
1.615	0.1598	0.006	0.701	0.0277	0.000	0.004
1.620	0.1700	0.008	0.547	0.0200	0.001	0.004
1.625	0.2371	0.008	0.455	0.0342	0.002	0.005
1.630	0.1510	0.006	0.589	0.0343	0.003	0.005
1.635	0.0740	0.006	0.595	0.0240	0.004	0.004
1.640	0.0711	0.008	0.527	0.0235	0.005	0.004
1.645	0.1035	0.006	0.567	0.0399	0.004	0.004
